Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	0.95410930	4.84651800
0.00500000	0.95410930	4.84651800
0.01000000	0.95410930	4.84651800
0.01500000	0.95410930	4.84651800
0.02000000	0.95410930	4.84651800
0.02500000	0.86737200	4.84651800
0.03000000	0.95410930	4.84651800
0.03500000	0.95410930	4.84651800
0.04000000	0.86737200	4.84651800
0.04500000	0.86737200	4.84651800
0.05000000	0.86737200	4.84651800
0.05500000	0.86737200	4.84651800
0.06000000	0.86737200	4.84651800
0.06500000	0.86737200	4.84651800
0.07000000	0.86737200	4.84651800
0.07500000	0.86737200	4.93294800
0.08000000	0.86737200	4.84651800
0.08500000	0.86737200	4.84651800
0.09000000	0.86737200	4.84651800
0.09500000	0.86737200	4.93294800
0.10000000	0.86737200	4.84651800
0.10500000	0.78063480	4.93294800
0.11000000	0.78063480	4.93294800
0.11500000	0.78063480	4.93294800
0.12000000	0.78063480	4.93294800
0.12500000	0.78063480	4.93294800
0.13000000	0.78063480	4.93294800
0.13500000	0.78063480	4.93294800
0.14000000	0.78063480	4.93294800
0.14500000	0.78063480	4.93294800
0.15000000	0.78063480	5.01937700
0.15500000	0.78063480	5.01937700
0.16000000	0.78063480	5.01937700
0.16500000	0.78063480	5.01937700
0.17000000	0.78063480	5.01937700
0.17500000	0.69389770	5.01937700
0.18000000	0.78063480	5.10611500
0.18500000	0.69389770	5.10611500
0.19000000	0.69389770	5.10611500
0.19500000	0.69389770	5.10611500
0.19999999	0.69389770	5.10611500
0.20499999	0.69389770	5.10611500
0.20999999	0.69389770	5.10611500
0.21499999	0.69389770	5.19254400
0.21999999	0.69389770	5.19254400
0.22499999	0.69389770	5.19254400
0.22999999	0.69389770	5.19254400
0.23499999	0.69389770	5.19254400
0.23999999	0.60716040	5.27897400
0.24499999	0.69389770	5.27897400
0.24999999	0.69389770	5.27897400
0.25499999	0.69389770	5.27897400
0.25999999	0.69389770	5.36571100
0.26499999	0.69389770	5.36571100
0.26999999	0.60716040	5.36571100
0.27499999	0.60716040	5.36571100
0.27999999	0.60716040	5.45214100
0.28499999	0.60716040	5.45214100
0.28999999	0.60716040	5.45214100
0.29499999	0.60716040	5.45214100
0.29999999	0.60716040	5.53887800
0.30499999	0.60716040	5.53887800
0.30999999	0.60716040	5.53887800
0.31499999	0.60716040	5.53887800
0.31999999	0.60716040	5.53887800
0.32499999	0.60716040	5.62530800
0.32999999	0.60716040	5.62530800
0.33499999	0.60716040	5.62530800
0.33999999	0.60716040	5.71173700
0.34499999	0.60716040	5.71173700
0.34999999	0.52042320	5.71173700
0.35499999	0.52042320	5.71173700
0.35999999	0.52042320	5.71173700
0.36499999	0.52042320	5.71173700
0.36999999	0.52042320	5.79847400
0.37499999	0.52042320	5.79847400
0.37999999	0.52042320	5.79847400
0.38499999	0.52042320	5.79847400
0.38999999	0.52042320	5.79847400
0.39499999	0.52042320	5.88490400
0.39999999	0.52042320	5.88490400
0.40499999	0.43368600	5.88490400
0.40999999	0.52042320	5.97133400
0.41499999	0.43368600	5.97133400
0.41999999	0.52042320	5.97133400
0.42499999	0.43368600	5.97133400
0.42999999	0.52042320	5.97133400
0.43499999	0.43368600	6.05807100
0.43999999	0.43368600	6.05807100
0.44499999	0.43368600	6.05807100
0.44999999	0.43368600	6.05807100
0.45499999	0.43368600	6.05807100
0.45999999	0.43368600	6.14450000
0.46499999	0.43368600	6.14450000
0.46999999	0.43368600	6.14450000
0.47499999	0.34694880	6.14450000
0.47999999	0.43368600	6.14450000
0.48499999	0.43368600	6.14450000
0.48999999	0.43368600	6.23123800
0.49499999	0.43368600	6.23123800
0.49999999	0.43368600	6.23123800
0.50499999	0.43368600	6.31766700
0.50999999	0.43368600	6.31766700
0.51499999	0.34694880	6.31766700
0.51999999	0.43368600	6.31766700
0.52499999	0.34694880	6.31766700
0.52999999	0.34694880	6.31766700
0.53499999	0.34694880	6.31766700
0.53999999	0.34694880	6.40409700
0.54499999	0.34694880	6.40409700
0.54999999	0.34694880	6.40409700
0.55499999	0.34694880	6.40409700
0.55999999	0.34694880	6.40409700
0.56499999	0.34694880	6.49083400
0.56999999	0.34694880	6.40409700
0.57499999	0.34694880	6.40409700
0.57999999	0.34694880	6.49083400
0.58499999	0.34694880	6.49083400
0.58999999	0.26021160	6.49083400
0.59499998	0.26021160	6.49083400
0.59999998	0.26021160	6.49083400
0.60499998	0.26021160	6.49083400
0.60999998	0.26021160	6.57726400
0.61499998	0.26021160	6.57726400
0.61999998	0.26021160	6.57726400
0.62499998	0.26021160	6.57726400
