FLMS05510_1:101		
187.856	14.46099	
188.32	14.46099	
188.785	14.46099	
189.249	-131.56269	
189.713	-113.92057	
190.178	-118.96065	
190.642	-53.47221	
191.106	-68.57868	
191.57	-96.28359	
192.034	-40.88633	
192.498	-58.50728	
192.963	-71.09678	
193.427	37.08883	
193.89	-58.50728	
194.354	-76.13331	
194.818	72.27139	
195.282	4.40153	
195.746	145.08705	
196.21	157.63303	
196.673	117.47718	
197.137	107.43424	
197.601	-3.14414	
198.064	202.77821	
198.528	195.25621	
198.991	240.37502	
199.454	235.36338	
199.918	235.36338	
200.381	297.98126	
200.844	267.93218	
201.308	255.40765	
201.771	328.01659	
202.234	318.00634	
202.697	400.54576	
203.16	335.52329	
203.623	207.79238	
204.086	360.53946	
204.549	385.54621	
205.012	345.53089	
205.475	338.02533	
205.938	330.51892	
206.4	305.49138	
206.863	353.0356	
207.326	313.00064	
207.788	280.45431	
208.251	425.53756	
208.714	393.04641	
209.176	328.01659	
209.639	277.95007	
210.101	380.54561	
210.563	398.04607	
211.026	333.02115	
211.488	360.53946	
211.95	330.51892	
212.412	400.54576	
212.874	265.42746	
213.337	363.04056	
213.799	380.54561	
214.261	340.52728	
214.723	370.54329	
215.184	363.04056	
215.646	328.01659	
216.108	355.53698	
216.57	360.53946	
217.032	325.51417	
217.493	323.01166	
217.955	365.54156	
218.417	338.02533	
218.878	330.51892	
219.34	277.95007	
219.801	292.97404	
220.263	323.01166	
220.724	350.53412	
221.185	345.53089	
221.647	340.52728	
222.108	338.02533	
222.569	313.00064	
223.03	365.54156	
223.491	373.04401	
223.952	350.53412	
224.413	435.53167	
224.874	363.04056	
225.335	323.01166	
225.796	297.98126	
226.257	315.50354	
226.718	323.01166	
227.179	343.02913	
227.639	318.00634	
228.1	375.54464	
228.561	363.04056	
229.021	453.01781	
229.482	323.01166	
229.942	335.52329	
230.403	272.94132	
230.863	348.03255	
231.323	318.00634	
231.784	353.0356	
232.244	398.04607	
232.704	277.95007	
233.164	365.54156	
233.625	345.53089	
234.085	353.0356	
234.545	340.52728	
235.005	360.53946	
235.465	313.00064	
235.925	323.01166	
236.384	348.03255	
236.844	320.50905	
237.304	325.51417	
237.764	333.02115	
238.223	348.03255	
238.683	300.48473	
239.143	305.49138	
239.602	287.96643	
240.062	338.02533	
240.521	320.50905	
240.98	305.49138	
241.44	343.02913	
241.899	290.47028	
242.358	380.54561	
242.818	420.53994	
243.277	358.03827	
243.736	353.0356	
244.195	335.52329	
244.654	435.53167	
245.113	325.51417	
245.572	380.54561	
246.031	383.04596	
246.49	237.86925	
246.949	383.04596	
247.408	338.02533	
247.866	345.53089	
248.325	348.03255	
248.784	365.54156	
249.242	338.02533	
249.701	310.49765	
250.159	328.01659	
250.618	365.54156	
251.076	373.04401	
251.534	375.54464	
251.993	340.52728	
252.451	355.53698	
252.909	343.02913	
253.368	368.04247	
253.826	323.01166	
254.284	385.54621	
254.742	403.04536	
255.2	338.02533	
255.658	345.53089	
256.116	307.99456	
256.574	302.9881	
257.031	383.04596	
257.489	355.53698	
257.947	313.00064	
258.405	285.46249	
258.862	333.02115	
259.32	393.04641	
259.777	348.03255	
260.235	323.01166	
260.692	313.00064	
261.15	433.03328	
261.607	373.04401	
262.065	365.54156	
262.522	438.02997	
262.979	388.04637	
263.436	348.03255	
263.893	368.04247	
264.351	368.04247	
264.808	305.49138	
265.265	305.49138	
265.722	330.51892	
266.178	345.53089	
266.635	385.54621	
267.092	358.03827	
267.549	343.02913	
268.006	390.54644	
268.462	277.95007	
268.919	428.03622	
269.376	340.52728	
269.832	373.04401	
270.289	360.53946	
270.745	420.53994	
271.202	395.54629	
271.658	370.54329	
272.114	318.00634	
272.571	315.50354	
273.027	375.54464	
273.483	373.04401	
273.939	350.53412	
274.395	410.5436	
274.851	302.9881	
275.307	333.02115	
275.763	358.03827	
276.219	330.51892	
276.675	410.5436	
277.131	368.04247	
277.587	318.00634	
278.042	395.54629	
278.498	430.5348	
278.954	455.51546	
279.409	360.53946	
279.865	375.54464	
280.32	358.03827	
280.776	340.52728	
281.231	388.04637	
281.687	400.54576	
282.142	318.00634	
282.597	310.49765	
283.052	325.51417	
283.508	375.54464	
283.963	305.49138	
284.418	355.53698	
284.873	350.53412	
285.328	343.02913	
285.783	358.03827	
286.238	363.04056	
286.693	393.04641	
287.147	340.52728	
287.602	307.99456	
288.057	425.53756	
288.512	297.98126	
288.966	333.02115	
289.421	365.54156	
289.875	345.53089	
290.33	403.04536	
290.784	400.54576	
291.239	282.95845	
291.693	408.04428	
292.147	388.04637	
292.602	348.03255	
293.056	365.54156	
293.51	403.04536	
293.964	365.54156	
294.418	370.54329	
294.872	295.4777	
295.326	368.04247	
295.78	383.04596	
296.234	383.04596	
296.688	390.54644	
297.142	398.04607	
297.595	365.54156	
298.049	318.00634	
298.503	368.04247	
298.956	335.52329	
299.41	370.54329	
299.863	373.04401	
300.317	420.53994	
300.77	375.54464	
301.224	297.98126	
301.677	435.53167	
302.13	338.02533	
302.584	375.54464	
303.037	393.04641	
303.49	525.41241	
303.943	363.04056	
304.396	375.54464	
304.849	328.01659	
305.302	373.04401	
305.755	343.02913	
306.208	458.01302	
306.661	338.02533	
307.114	405.54487	
307.566	368.04247	
308.019	388.04637	
308.472	400.54576	
308.924	360.53946	
309.377	388.04637	
309.829	385.54621	
310.282	395.54629	
310.734	345.53089	
311.187	335.52329	
311.639	365.54156	
312.091	413.04282	
312.543	302.9881	
312.995	398.04607	
313.448	363.04056	
313.9	418.04099	
314.352	448.02223	
314.804	413.04282	
315.256	380.54561	
315.708	328.01659	
316.159	360.53946	
316.611	365.54156	
317.063	398.04607	
317.515	390.54644	
317.966	370.54329	
318.418	365.54156	
318.87	378.04517	
319.321	380.54561	
319.773	435.53167	
320.224	375.54464	
320.675	343.02913	
321.127	350.53412	
321.578	390.54644	
322.029	378.04517	
322.48	378.04517	
322.932	313.00064	
323.383	400.54576	
323.834	365.54156	
324.285	350.53412	
324.736	290.47028	
325.187	318.00634	
325.638	350.53412	
326.088	403.04536	
326.539	365.54156	
326.99	340.52728	
327.441	310.49765	
327.891	335.52329	
328.342	343.02913	
328.792	418.04099	
329.243	410.5436	
329.693	350.53412	
330.144	262.92265	
330.594	373.04401	
331.044	345.53089	
331.495	395.54629	
331.945	335.52329	
332.395	398.04607	
332.845	343.02913	
333.295	338.02533	
333.745	313.00064	
334.195	383.04596	
334.645	400.54576	
335.095	403.04536	
335.545	300.48473	
335.995	363.04056	
336.444	453.01781	
336.894	500.45744	
337.344	482.98354	
337.793	420.53994	
338.243	413.04282	
338.692	398.04607	
339.142	365.54156	
339.591	423.03879	
340.041	365.54156	
340.49	353.0356	
