Time	Channel A
(s)	(V)

0.01760000	6.22877700
0.01770000	6.22877700
0.01780000	6.22877700
0.01790000	6.22877700
0.01800000	6.22877700
0.01810000	6.22877700
0.01820000	6.22877700
0.01830000	6.22877700
0.01840000	6.22877700
0.01850000	6.22877700
0.01860000	6.22877700
0.01870000	6.13588800
0.01880000	6.22877700
0.01890000	6.13588800
0.01900000	6.13588800
0.01910000	6.13588800
0.01920000	6.13588800
0.01930000	6.13588800
0.01940000	6.04269200
0.01950000	6.04269200
0.01960000	6.04269200
0.01970000	6.04269200
0.01980000	6.04269200
0.01990000	5.94980300
0.02000000	6.04269200
0.02010000	5.94980300
0.02020000	5.94980300
0.02030000	5.94980300
0.02040000	5.94980300
0.02050000	5.94980300
0.02060000	5.94980300
0.02070000	5.94980300
0.02080000	5.94980300
0.02090000	6.04269200
0.02100000	5.94980300
0.02110000	6.04269200
0.02120000	5.94980300
0.02130000	5.94980300
0.02140000	5.94980300
0.02150000	5.94980300
0.02160000	5.94980300
0.02170000	5.94980300
0.02180000	5.85691500
0.02190000	5.85691500
0.02200000	5.85691500
0.02210000	5.85691500
0.02220000	5.85691500
0.02230000	5.85691500
0.02240000	5.85691500
0.02250000	5.85691500
0.02260000	5.76371800
0.02270000	5.85691500
0.02280000	5.85691500
0.02290000	5.85691500
0.02300000	5.76371800
0.02310000	5.76371800
0.02320000	5.76371800
0.02330000	5.85691500
0.02340000	5.76371800
0.02350000	5.76371800
0.02360000	5.85691500
0.02370000	5.76371800
0.02380000	5.76371800
0.02390000	5.85691500
0.02400000	5.76371800
0.02410000	5.76371800
0.02420000	5.76371800
0.02430000	5.76371800
0.02440000	5.76371800
0.02450000	5.76371800
0.02460000	5.67082900
0.02470000	5.67082900
0.02480000	5.76371800
0.02490000	5.67082900
0.02500000	5.76371800
0.02510000	5.67082900
0.02520000	5.67082900
0.02530000	5.67082900
0.02540000	5.67082900
0.02550000	5.67082900
0.02560000	5.67082900
0.02570000	5.67082900
0.02580000	5.67082900
0.02590000	5.67082900
0.02600000	5.67082900
0.02610000	5.67082900
0.02620000	5.67082900
0.02630000	5.67082900
0.02640000	5.67082900
0.02650000	5.67082900
0.02660000	5.67082900
0.02670000	5.67082900
0.02680000	5.67082900
0.02690000	5.67082900
0.02700000	5.67082900
0.02710000	5.67082900
0.02720000	5.67082900
0.02730000	5.67082900
0.02740000	5.67082900
0.02750000	5.67082900
0.02760000	5.67082900
0.02770000	5.67082900
0.02780000	5.67082900
0.02790000	5.67082900
0.02800000	5.67082900
0.02810000	5.67082900
0.02820000	5.67082900
0.02830000	5.67082900
0.02840000	5.67082900
0.02850000	5.67082900
0.02860000	5.67082900
0.02870000	5.67082900
0.02880000	5.67082900
0.02890000	5.67082900
0.02900000	5.67082900
0.02910000	5.67082900
0.02920000	5.67082900
0.02930000	5.67082900
0.02940000	5.67082900
0.02950000	5.67082900
0.02960000	5.67082900
0.02970000	5.67082900
0.02980000	5.67082900
0.02990000	5.67082900
0.03000000	5.67082900
0.03010000	5.76371800
0.03020000	5.67082900
0.03030000	5.76371800
0.03040000	5.67082900
0.03050000	5.76371800
0.03060000	5.76371800
0.03070000	5.76371800
0.03080000	5.76371800
0.03090000	5.76371800
0.03100000	5.76371800
0.03110000	5.76371800
0.03120000	5.76371800
0.03130000	5.76371800
0.03140000	5.76371800
0.03150000	5.76371800
0.03160000	5.76371800
0.03170000	5.76371800
0.03180000	5.76371800
0.03190000	5.76371800
0.03200000	5.76371800
0.03210000	5.76371800
0.03220000	5.76371800
0.03230000	5.76371800
0.03240000	5.76371800
0.03250000	5.85691500
0.03260000	5.85691500
0.03270000	5.76371800
0.03280000	5.85691500
0.03290000	5.85691500
0.03300000	5.85691500
0.03310000	5.85691500
0.03320000	5.85691500
0.03330000	5.85691500
0.03340000	5.85691500
0.03350000	5.85691500
0.03360000	5.85691500
0.03370000	5.85691500
0.03380000	5.85691500
0.03390000	5.85691500
0.03400000	5.85691500
0.03410000	5.85691500
0.03420000	5.85691500
0.03430000	5.85691500
0.03440000	5.85691500
0.03450000	5.94980300
0.03460000	5.85691500
0.03470000	5.94980300
0.03480000	5.85691500
0.03490000	5.94980300
0.03500000	5.94980300
0.03510000	5.94980300
0.03520000	5.94980300
0.03530000	5.94980300
0.03540000	5.94980300
0.03550000	5.94980300
0.03560000	6.04269200
0.03570000	6.04269200
0.03580000	6.04269200
0.03590000	6.04269200
0.03600000	6.04269200
0.03610000	6.04269200
0.03620000	6.04269200
0.03630000	6.04269200
0.03640000	6.04269200
0.03650000	6.04269200
0.03660000	6.04269200
0.03670000	6.04269200
0.03680000	6.04269200
0.03690000	6.04269200
0.03700000	6.13588800
0.03710000	6.13588800
0.03720000	6.13588800
0.03730000	6.13588800
0.03740000	6.13588800
0.03750000	6.13588800
0.03760000	6.22877700
0.03770000	6.22877700
0.03780000	6.22877700
0.03790000	6.22877700
0.03800000	6.22877700
0.03810000	6.32166600
0.03820000	6.22877700
0.03830000	6.22877700
0.03840000	6.32166600
0.03850000	6.32166600
0.03860000	6.32166600
0.03870000	6.32166600
0.03880000	6.32166600
0.03890000	6.32166600
0.03900000	6.32166600
0.03910000	6.32166600
0.03920000	6.32166600
0.03930000	6.32166600
0.03940000	6.41455500
0.03950000	6.32166600
0.03960000	6.32166600
0.03970000	6.41455500
0.03980000	6.41455500
0.03990000	6.41455500
0.04000000	6.41455500
0.04010000	6.41455500
0.04020000	6.41455500
0.04030000	6.50775100
0.04040000	6.50775100
0.04050000	6.50775100
0.04060000	6.50775100
0.04070000	6.50775100
0.04080000	6.50775100
0.04090000	6.60064000
0.04100000	6.60064000
0.04110000	6.60064000
0.04120000	6.60064000
0.04130000	6.60064000
0.04140000	6.60064000
0.04150000	6.60064000
0.04160000	6.60064000
0.04170000	6.60064000
0.04180000	6.60064000
0.04190000	6.60064000
0.04200000	6.60064000
0.04210000	6.60064000
0.04220000	6.69352900
0.04230000	6.69352900
0.04240000	6.69352900
0.04250000	6.69352900
0.04260000	6.69352900
0.04270000	6.69352900
0.04280000	6.69352900
0.04290000	6.69352900
0.04300000	6.69352900
0.04310000	6.78641700
0.04320000	6.78641700
0.04330000	6.78641700
0.04340000	6.78641700
0.04350000	6.78641700
0.04360000	6.78641700
0.04370000	6.87961400
0.04380000	6.87961400
0.04390000	6.87961400
0.04400000	6.87961400
0.04410000	6.87961400
0.04420000	6.87961400
0.04430000	6.87961400
0.04440000	6.97250200
0.04450000	6.87961400
0.04460000	6.97250200
0.04470000	6.87961400
0.04480000	6.97250200
0.04490000	6.97250200
0.04500000	6.97250200
0.04510000	6.97250200
0.04520000	6.97250200
0.04530000	6.97250200
0.04540000	6.97250200
0.04550000	7.06539100
0.04560000	7.06539100
0.04570000	7.06539100
0.04580000	7.06539100
0.04590000	7.15828000
0.04600000	7.15828000
0.04610000	7.15828000
0.04620000	7.15828000
0.04630000	7.15828000
0.04640000	7.15828000
0.04650000	7.15828000
0.04660000	7.25147600
0.04670000	7.25147600
0.04680000	7.25147600
0.04690000	7.25147600
0.04700000	7.25147600
0.04710000	7.25147600
0.04720000	7.25147600
0.04730000	7.25147600
0.04740000	7.34436500
0.04750000	7.34436500
0.04760000	7.34436500
0.04770000	7.34436500
0.04780000	7.34436500
0.04790000	7.34436500
0.04800000	7.43725400
0.04810000	7.43725400
0.04820000	7.43725400
0.04830000	7.43725400
0.04840000	7.43725400
0.04850000	7.53014300
0.04860000	7.53014300
0.04870000	7.53014300
0.04880000	7.53014300
0.04890000	7.53014300
0.04900000	7.53014300
0.04910000	7.53014300
0.04920000	7.62333900
0.04930000	7.53014300
0.04940000	7.62333900
0.04950000	7.62333900
0.04960000	7.62333900
0.04970000	7.62333900
0.04980000	7.62333900
0.04990000	7.71622800
0.05000000	7.71622800
0.05010000	7.71622800
0.05020000	7.71622800
0.05030000	7.71622800
0.05040000	7.71622800
0.05050000	7.80911700
0.05060000	7.71622800
0.05070000	7.71622800
0.05080000	7.80911700
0.05090000	7.71622800
0.05100000	7.71622800
0.05110000	7.80911700
0.05120000	7.80911700
0.05130000	7.80911700
0.05140000	7.80911700
0.05150000	7.80911700
0.05160000	7.80911700
0.05170000	7.80911700
0.05180000	7.90200500
0.05190000	7.90200500
0.05200000	7.90200500
0.05210000	7.90200500
0.05220000	7.90200500
0.05230000	7.90200500
0.05240000	7.90200500
0.05250000	7.90200500
0.05260000	7.99520200
0.05270000	7.90200500
0.05280000	7.99520200
0.05290000	7.99520200
0.05300000	7.99520200
0.05310000	7.99520200
0.05320000	7.99520200
0.05330000	7.99520200
0.05340000	7.99520200
0.05350000	7.99520200
0.05360000	7.99520200
0.05370000	8.08809100
0.05380000	8.08809100
0.05390000	8.08809100
0.05400000	7.99520200
0.05410000	8.08809100
0.05420000	8.08809100
0.05430000	8.08809100
0.05440000	8.08809100
0.05450000	8.08809100
0.05460000	8.08809100
0.05470000	8.08809100
0.05480000	8.08809100
0.05490000	8.08809100
0.05500000	8.08809100
0.05510000	8.08809100
0.05520000	8.08809100
0.05530000	8.18098000
0.05540000	8.18098000
0.05550000	8.18098000
0.05560000	8.18098000
0.05570000	8.18098000
0.05580000	8.18098000
0.05590000	8.18098000
0.05600000	8.18098000
0.05610000	8.18098000
0.05620000	8.18098000
0.05630000	8.18098000
0.05640000	8.18098000
0.05650000	8.18098000
0.05660000	8.18098000
0.05670000	8.18098000
0.05680000	8.18098000
0.05690000	8.18098000
0.05700000	8.18098000
0.05710000	8.27386800
0.05720000	8.27386800
0.05730000	8.27386800
0.05740000	8.27386800
0.05750000	8.27386800
0.05760000	8.27386800
0.05770000	8.27386800
0.05780000	8.27386800
0.05790000	8.27386800
0.05800000	8.27386800
0.05810000	8.27386800
0.05820000	8.27386800
0.05830000	8.27386800
0.05840000	8.27386800
0.05850000	8.27386800
0.05860000	8.27386800
0.05870000	8.27386800
0.05880000	8.27386800
0.05890000	8.27386800
0.05900000	8.27386800
0.05910000	8.27386800
0.05920000	8.27386800
0.05930000	8.36706400
0.05940000	8.36706400
0.05950000	8.27386800
0.05960000	8.36706400
0.05970000	8.27386800
0.05980000	8.36706400
0.05990000	8.36706400
0.06000000	8.36706400
0.06010000	8.27386800
0.06020000	8.36706400
0.06030000	8.36706400
0.06040000	8.27386800
0.06050000	8.36706400
0.06060000	8.36706400
0.06070000	8.27386800
0.06080000	8.27386800
0.06090000	8.36706400
0.06100000	8.36706400
0.06110000	8.36706400
0.06120000	8.36706400
0.06130000	8.36706400
0.06140000	8.36706400
0.06150000	8.36706400
0.06160000	8.36706400
0.06170000	8.36706400
0.06180000	8.36706400
0.06190000	8.36706400
0.06200000	8.36706400
0.06210000	8.36706400
0.06220000	8.36706400
0.06230000	8.36706400
0.06240000	8.36706400
0.06250000	8.36706400
0.06260000	8.36706400
0.06270000	8.36706400
0.06280000	8.36706400
0.06290000	8.36706400
0.06300000	8.36706400
0.06310000	8.27386800
0.06320000	8.27386800
0.06330000	8.36706400
0.06340000	8.36706400
0.06350000	8.36706400
0.06360000	8.36706400
0.06370000	8.36706400
0.06380000	8.36706400
0.06390000	8.36706400
0.06400000	8.27386800
0.06410000	8.36706400
0.06420000	8.36706400
0.06430000	8.27386800
0.06440000	8.27386800
0.06450000	8.27386800
0.06460000	8.36706400
0.06470000	8.27386800
0.06480000	8.27386800
0.06490000	8.27386800
0.06500000	8.27386800
0.06510000	8.27386800
0.06520000	8.27386800
0.06530000	8.27386800
0.06540000	8.27386800
0.06550000	8.27386800
0.06560000	8.27386800
0.06570000	8.27386800
0.06580000	8.27386800
0.06590000	8.27386800
0.06600000	8.27386800
0.06610000	8.27386800
0.06620000	8.27386800
0.06630000	8.27386800
0.06640000	8.27386800
0.06650000	8.27386800
0.06660000	8.27386800
0.06670000	8.27386800
0.06680000	8.27386800
0.06690000	8.18098000
0.06700000	8.27386800
0.06710000	8.18098000
0.06720000	8.18098000
0.06730000	8.18098000
0.06740000	8.18098000
0.06750000	8.18098000
0.06760000	8.18098000
0.06770000	8.18098000
0.06780000	8.18098000
0.06790000	8.18098000
0.06800000	8.18098000
0.06810000	8.18098000
0.06820000	8.18098000
0.06830000	8.18098000
0.06840000	8.08809100
0.06850000	8.08809100
0.06860000	8.08809100
0.06870000	8.08809100
0.06880000	8.08809100
0.06890000	8.08809100
0.06900000	8.08809100
0.06910000	8.08809100
0.06920000	7.99520200
0.06930000	8.08809100
0.06940000	7.99520200
0.06950000	7.99520200
0.06960000	7.99520200
0.06970000	7.99520200
0.06980000	7.99520200
0.06990000	7.99520200
0.07000000	7.90200500
0.07010000	7.90200500
0.07020000	7.90200500
0.07030000	7.90200500
0.07040000	7.90200500
0.07050000	7.90200500
0.07060000	7.90200500
0.07070000	7.80911700
0.07080000	7.80911700
0.07090000	7.80911700
0.07100000	7.80911700
0.07110000	7.80911700
0.07120000	7.80911700
0.07130000	7.80911700
0.07140000	7.71622800
0.07150000	7.71622800
0.07160000	7.71622800
0.07170000	7.71622800
0.07180000	7.71622800
0.07190000	7.71622800
0.07200000	7.71622800
0.07210000	7.71622800
0.07220000	7.71622800
0.07230000	7.62333900
0.07240000	7.62333900
0.07250000	7.62333900
0.07260000	7.62333900
0.07270000	7.62333900
0.07280000	7.62333900
0.07290000	7.62333900
0.07300000	7.53014300
0.07310000	7.53014300
0.07320000	7.53014300
0.07330000	7.53014300
0.07340000	7.53014300
0.07350000	7.53014300
0.07360000	7.43725400
0.07370000	7.43725400
0.07380000	7.43725400
0.07390000	7.43725400
0.07400000	7.43725400
0.07410000	7.43725400
0.07420000	7.43725400
0.07430000	7.43725400
0.07440000	7.43725400
0.07450000	7.43725400
0.07460000	7.34436500
0.07470000	7.34436500
0.07480000	7.34436500
0.07490000	7.34436500
0.07500000	7.25147600
0.07510000	7.34436500
0.07520000	7.25147600
0.07530000	7.25147600
0.07540000	7.25147600
0.07550000	7.25147600
0.07560000	7.25147600
0.07570000	7.25147600
0.07580000	7.25147600
0.07590000	7.15828000
0.07600000	7.25147600
0.07610000	7.25147600
0.07620000	7.15828000
0.07630000	7.15828000
0.07640000	7.15828000
0.07650000	7.06539100
0.07660000	7.15828000
0.07670000	7.06539100
0.07680000	7.06539100
0.07690000	7.06539100
0.07700000	7.06539100
0.07710000	7.06539100
0.07720000	6.97250200
0.07730000	7.06539100
0.07740000	6.97250200
0.07750000	6.97250200
0.07760000	6.97250200
0.07770000	6.97250200
0.07780000	6.97250200
0.07790000	6.87961400
0.07800000	6.87961400
0.07810000	6.97250200
0.07820000	6.87961400
0.07830000	6.87961400
0.07840000	6.87961400
0.07850000	6.87961400
0.07860000	6.87961400
0.07870000	6.78641700
0.07880000	6.87961400
0.07890000	6.78641700
0.07900000	6.78641700
0.07910000	6.78641700
0.07920000	6.78641700
0.07930000	6.78641700
0.07940000	6.78641700
0.07950000	6.78641700
0.07960000	6.69352900
0.07970000	6.69352900
0.07980000	6.69352900
0.07990000	6.69352900
0.08000000	6.69352900
0.08010000	6.60064000
0.08020000	6.69352900
0.08030000	6.60064000
0.08040000	6.60064000
0.08050000	6.69352900
0.08060000	6.60064000
0.08070000	6.60064000
0.08080000	6.60064000
0.08090000	6.60064000
0.08100000	6.60064000
0.08110000	6.60064000
0.08120000	6.50775100
0.08130000	6.60064000
0.08140000	6.50775100
0.08150000	6.50775100
0.08160000	6.50775100
0.08170000	6.50775100
0.08180000	6.50775100
0.08190000	6.50775100
0.08200000	6.50775100
0.08210000	6.50775100
0.08220000	6.41455500
0.08230000	6.50775100
0.08240000	6.41455500
0.08250000	6.41455500
0.08260000	6.41455500
0.08270000	6.41455500
0.08280000	6.41455500
0.08290000	6.41455500
0.08300000	6.41455500
0.08310000	6.41455500
0.08320000	6.32166600
0.08330000	6.41455500
0.08340000	6.32166600
0.08350000	6.32166600
0.08360000	6.32166600
0.08370000	6.32166600
0.08380000	6.32166600
0.08390000	6.32166600
0.08400000	6.32166600
0.08410000	6.32166600
0.08420000	6.32166600
0.08430000	6.32166600
0.08440000	6.22877700
0.08450000	6.22877700
0.08460000	6.22877700
0.08470000	6.22877700
0.08480000	6.22877700
0.08490000	6.22877700
0.08500000	6.22877700
0.08510000	6.22877700
0.08520000	6.22877700
0.08530000	6.22877700
0.08540000	6.13588800
0.08550000	6.13588800
0.08560000	6.13588800
0.08570000	6.13588800
0.08580000	6.13588800
0.08590000	6.13588800
0.08600000	6.13588800
0.08610000	6.13588800
0.08620000	6.13588800
0.08630000	6.13588800
0.08640000	6.04269200
0.08650000	6.04269200
0.08660000	6.04269200
0.08670000	6.04269200
0.08680000	6.04269200
0.08690000	6.04269200
0.08700000	6.04269200
0.08710000	6.04269200
0.08720000	6.04269200
0.08730000	5.94980300
0.08740000	5.94980300
0.08750000	5.94980300
0.08760000	5.94980300
0.08770000	5.94980300
0.08780000	5.94980300
0.08790000	5.94980300
0.08800000	5.94980300
0.08810000	5.85691500
0.08820000	5.94980300
0.08830000	5.85691500
0.08840000	5.85691500
0.08850000	5.85691500
0.08860000	5.85691500
0.08870000	5.85691500
0.08880000	5.85691500
0.08890000	5.85691500
0.08900000	5.85691500
0.08910000	5.85691500
0.08920000	5.85691500
0.08930000	5.85691500
0.08940000	5.85691500
0.08950000	5.76371800
0.08960000	5.85691500
0.08970000	5.76371800
0.08980000	5.76371800
0.08990000	5.76371800
0.09000000	5.76371800
0.09010000	5.76371800
0.09020000	5.76371800
0.09030000	5.76371800
0.09040000	5.76371800
0.09050000	5.76371800
0.09060000	5.76371800
0.09070000	5.76371800
0.09080000	5.67082900
0.09090000	5.76371800
0.09100000	5.67082900
0.09110000	5.76371800
0.09120000	5.67082900
0.09130000	5.67082900
0.09140000	5.76371800
0.09150000	5.67082900
0.09160000	5.67082900
0.09170000	5.67082900
0.09180000	5.67082900
0.09190000	5.67082900
0.09200000	5.67082900
0.09210000	5.76371800
0.09220000	5.67082900
0.09230000	5.67082900
0.09240000	5.67082900
0.09250000	5.67082900
0.09260000	5.67082900
0.09270000	5.67082900
0.09280000	5.67082900
0.09290000	5.67082900
0.09300000	5.67082900
0.09310000	5.67082900
0.09320000	5.67082900
0.09330000	5.67082900
0.09340000	5.67082900
0.09350000	5.67082900
0.09360000	5.67082900
0.09370000	5.67082900
0.09380000	5.67082900
0.09390000	5.67082900
0.09400000	5.67082900
0.09410000	5.67082900
0.09420000	5.67082900
0.09430000	5.67082900
0.09440000	5.67082900
0.09450000	5.67082900
0.09460000	5.67082900
0.09470000	5.67082900
0.09480000	5.67082900
0.09490000	5.67082900
0.09500000	5.67082900
0.09510000	5.67082900
0.09520000	5.67082900
0.09530000	5.67082900
0.09540000	5.67082900
0.09550000	5.67082900
0.09560000	5.67082900
0.09570000	5.67082900
0.09580000	5.76371800
0.09590000	5.67082900
0.09600000	5.67082900
0.09610000	5.67082900
0.09620000	5.67082900
0.09630000	5.67082900
0.09640000	5.67082900
0.09650000	5.67082900
0.09660000	5.67082900
0.09670000	5.76371800
0.09680000	5.76371800
0.09690000	5.67082900
0.09700000	5.76371800
0.09710000	5.76371800
0.09720000	5.76371800
0.09730000	5.76371800
0.09740000	5.76371800
0.09750000	5.76371800
0.09760000	5.76371800
0.09770000	5.76371800
0.09780000	5.76371800
0.09790000	5.76371800
0.09800000	5.76371800
0.09810000	5.76371800
0.09820000	5.85691500
0.09830000	5.76371800
0.09840000	5.85691500
0.09850000	5.76371800
0.09860000	5.76371800
0.09870000	5.85691500
0.09880000	5.85691500
0.09890000	5.85691500
0.09900000	5.85691500
0.09910000	5.85691500
0.09920000	5.85691500
0.09930000	5.85691500
0.09940000	5.85691500
0.09950000	5.85691500
0.09960000	5.85691500
0.09970000	5.85691500
0.09980000	5.85691500
0.09990000	5.94980300
0.10000000	5.94980300
0.10010000	5.94980300
0.10020000	5.85691500
0.10030000	5.94980300
0.10040000	5.94980300
0.10050000	5.94980300
0.10060000	5.94980300
0.10070000	5.94980300
0.10080000	5.94980300
0.10090000	5.94980300
0.10100000	5.94980300
0.10110000	5.94980300
0.10120000	6.04269200
0.10130000	5.94980300
0.10140000	5.94980300
0.10150000	6.04269200
0.10160000	6.04269200
0.10170000	6.04269200
0.10180000	6.04269200
0.10190000	6.04269200
0.10200000	6.04269200
0.10210000	6.04269200
0.10220000	6.04269200
0.10230000	6.04269200
0.10240000	6.04269200
0.10250000	6.04269200
0.10260000	6.04269200
0.10270000	6.04269200
0.10280000	6.04269200
0.10290000	6.13588800
0.10300000	6.13588800
0.10310000	6.13588800
0.10320000	6.13588800
0.10330000	6.13588800
0.10340000	6.13588800
0.10350000	6.13588800
0.10360000	6.13588800
0.10370000	6.22877700
0.10380000	6.13588800
0.10390000	6.22877700
0.10400000	6.22877700
0.10410000	6.22877700
0.10420000	6.22877700
0.10430000	6.22877700
0.10440000	6.22877700
0.10450000	6.22877700
0.10460000	6.22877700
0.10470000	6.22877700
0.10480000	6.22877700
0.10490000	6.32166600
0.10500000	6.32166600
0.10510000	6.32166600
0.10520000	6.32166600
0.10530000	6.32166600
0.10540000	6.32166600
0.10550000	6.32166600
0.10560000	6.41455500
0.10570000	6.32166600
0.10580000	6.32166600
0.10590000	6.32166600
0.10600000	6.41455500
0.10610000	6.41455500
0.10620000	6.41455500
0.10630000	6.41455500
0.10640000	6.41455500
0.10650000	6.41455500
0.10660000	6.50775100
0.10670000	6.50775100
0.10680000	6.50775100
0.10690000	6.50775100
0.10700000	6.50775100
0.10710000	6.50775100
0.10720000	6.50775100
0.10730000	6.50775100
0.10740000	6.60064000
0.10750000	6.60064000
0.10760000	6.60064000
0.10770000	6.60064000
0.10780000	6.60064000
0.10790000	6.69352900
0.10800000	6.69352900
0.10810000	6.69352900
0.10820000	6.69352900
0.10830000	6.69352900
0.10840000	6.78641700
0.10850000	6.69352900
0.10860000	6.78641700
0.10870000	6.78641700
0.10880000	6.78641700
0.10890000	6.78641700
0.10900000	6.78641700
0.10910000	6.87961400
0.10920000	6.87961400
0.10930000	6.87961400
0.10940000	6.87961400
0.10950000	6.87961400
0.10960000	6.87961400
0.10970000	6.97250200
0.10980000	6.87961400
0.10990000	6.87961400
0.11000000	6.97250200
0.11010000	6.97250200
0.11020000	6.97250200
0.11030000	6.97250200
0.11040000	6.97250200
0.11050000	7.06539100
0.11060000	7.06539100
0.11070000	7.06539100
0.11080000	7.06539100
0.11090000	7.06539100
0.11100000	7.06539100
0.11110000	7.06539100
0.11120000	7.15828000
0.11130000	7.15828000
0.11140000	7.15828000
0.11150000	7.15828000
0.11160000	7.15828000
0.11170000	7.15828000
0.11180000	7.15828000
0.11190000	7.25147600
0.11200000	7.25147600
0.11210000	7.25147600
0.11220000	7.25147600
0.11230000	7.25147600
0.11240000	7.25147600
0.11250000	7.25147600
0.11260000	7.25147600
0.11270000	7.34436500
0.11280000	7.34436500
0.11290000	7.34436500
0.11300000	7.34436500
0.11310000	7.34436500
0.11320000	7.34436500
0.11330000	7.34436500
0.11340000	7.34436500
0.11350000	7.43725400
0.11360000	7.43725400
0.11370000	7.43725400
0.11380000	7.43725400
0.11390000	7.43725400
0.11400000	7.43725400
0.11410000	7.43725400
0.11420000	7.43725400
0.11430000	7.53014300
0.11440000	7.43725400
0.11450000	7.53014300
0.11460000	7.53014300
0.11470000	7.53014300
0.11480000	7.53014300
0.11490000	7.53014300
0.11500000	7.53014300
0.11510000	7.53014300
0.11520000	7.53014300
0.11530000	7.62333900
0.11540000	7.62333900
0.11550000	7.62333900
0.11560000	7.62333900
0.11570000	7.62333900
0.11580000	7.62333900
0.11590000	7.71622800
0.11600000	7.71622800
0.11610000	7.71622800
0.11620000	7.71622800
