Time	Channel A
(s)	(V)

0.00000000	6.41455500
0.00010000	6.41455500
0.00020000	6.41455500
0.00030000	6.41455500
0.00040000	6.41455500
0.00050000	6.41455500
0.00060000	6.32166600
0.00070000	6.41455500
0.00080000	6.32166600
0.00090000	6.32166600
0.00100000	6.32166600
0.00110000	6.32166600
0.00120000	6.32166600
0.00130000	6.32166600
0.00140000	6.32166600
0.00150000	6.22877700
0.00160000	6.22877700
0.00170000	6.22877700
0.00180000	6.22877700
0.00190000	6.22877700
0.00200000	6.22877700
0.00210000	6.22877700
0.00220000	6.22877700
0.00230000	6.22877700
0.00240000	6.22877700
0.00250000	6.22877700
0.00260000	6.13588800
0.00270000	6.22877700
0.00280000	6.13588800
0.00290000	6.13588800
0.00300000	6.13588800
0.00310000	6.13588800
0.00320000	6.13588800
0.00330000	6.13588800
0.00340000	6.13588800
0.00350000	6.13588800
0.00360000	6.13588800
0.00370000	6.04269200
0.00380000	6.04269200
0.00390000	6.04269200
0.00400000	6.04269200
0.00410000	6.04269200
0.00420000	6.04269200
0.00430000	6.04269200
0.00440000	6.04269200
0.00450000	6.04269200
0.00460000	5.94980300
0.00470000	5.94980300
0.00480000	5.94980300
0.00490000	5.94980300
0.00500000	5.94980300
0.00510000	5.94980300
0.00520000	5.94980300
0.00530000	5.85691500
0.00540000	5.94980300
0.00550000	5.85691500
0.00560000	5.85691500
0.00570000	5.85691500
0.00580000	5.85691500
0.00590000	5.85691500
0.00600000	5.85691500
0.00610000	5.85691500
0.00620000	5.85691500
0.00630000	5.76371800
0.00640000	5.76371800
0.00650000	5.76371800
0.00660000	5.76371800
0.00670000	5.76371800
0.00680000	5.76371800
0.00690000	5.76371800
0.00700000	5.76371800
0.00710000	5.76371800
0.00720000	5.76371800
0.00730000	5.67082900
0.00740000	5.67082900
0.00750000	5.76371800
0.00760000	5.67082900
0.00770000	5.67082900
0.00780000	5.67082900
0.00790000	5.67082900
0.00800000	5.67082900
0.00810000	5.67082900
0.00820000	5.57794000
0.00830000	5.57794000
0.00840000	5.57794000
0.00850000	5.57794000
0.00860000	5.57794000
0.00870000	5.57794000
0.00880000	5.57794000
0.00890000	5.57794000
0.00900000	5.57794000
0.00910000	5.48505200
0.00920000	5.57794000
0.00930000	5.48505200
0.00940000	5.48505200
0.00950000	5.48505200
0.00960000	5.48505200
0.00970000	5.57794000
0.00980000	5.48505200
0.00990000	5.48505200
0.01000000	5.48505200
0.01010000	5.48505200
0.01020000	5.48505200
0.01030000	5.48505200
0.01040000	5.48505200
0.01050000	5.48505200
0.01060000	5.48505200
0.01070000	5.48505200
0.01080000	5.48505200
0.01090000	5.48505200
0.01100000	5.39185500
0.01110000	5.39185500
0.01120000	5.39185500
0.01130000	5.39185500
0.01140000	5.39185500
0.01150000	5.39185500
0.01160000	5.39185500
0.01170000	5.39185500
0.01180000	5.39185500
0.01190000	5.39185500
0.01200000	5.39185500
0.01210000	5.29896600
0.01220000	5.39185500
0.01230000	5.29896600
0.01240000	5.29896600
0.01250000	5.29896600
0.01260000	5.29896600
0.01270000	5.29896600
0.01280000	5.29896600
0.01290000	5.29896600
0.01300000	5.29896600
0.01310000	5.29896600
0.01320000	5.29896600
0.01330000	5.29896600
0.01340000	5.29896600
0.01350000	5.29896600
0.01360000	5.29896600
0.01370000	5.29896600
0.01380000	5.20607800
0.01390000	5.20607800
0.01400000	5.20607800
0.01410000	5.20607800
0.01420000	5.20607800
0.01430000	5.20607800
0.01440000	5.20607800
0.01450000	5.20607800
0.01460000	5.20607800
0.01470000	5.20607800
0.01480000	5.20607800
0.01490000	5.20607800
0.01500000	5.11318900
0.01510000	5.11318900
0.01520000	5.11318900
0.01530000	5.11318900
0.01540000	5.11318900
0.01550000	5.20607800
0.01560000	5.11318900
0.01570000	5.11318900
0.01580000	5.11318900
0.01590000	5.11318900
0.01600000	5.11318900
0.01610000	5.11318900
0.01620000	5.11318900
0.01630000	5.11318900
0.01640000	5.11318900
0.01650000	5.11318900
0.01660000	5.11318900
0.01670000	5.11318900
0.01680000	5.01999300
0.01690000	5.01999300
0.01700000	5.01999300
0.01710000	5.01999300
0.01720000	5.01999300
0.01730000	5.01999300
0.01740000	5.01999300
0.01750000	5.01999300
